graph_size_n,total_edges,total_iterations,total_algorithm_time,avg_iteration_time,total_dijkstra_time,avg_dijkstra_time,total_vertices_processed,avg_vertices_per_dijkstra,min_iteration_time,max_iteration_time,std_iteration_time,min_dijkstra_time,max_dijkstra_time,std_dijkstra_time,avg_path_length,min_path_length,max_path_length,avg_path_weight,total_potential_updates,avg_potential_updates
300,90000,300,0.097754,0.000326,0.045499,0.000152,180000,600.000000,0.000263,0.000503,0.000019,0.000072,0.000191,0.000015,4.713333,2,38,1379.306667,180000,600.000000
300,90000,300,0.097385,0.000325,0.045061,0.000150,180000,600.000000,0.000260,0.000505,0.000019,0.000071,0.000190,0.000016,4.680000,2,42,-209117.130000,180000,600.000000
400,160000,400,0.219428,0.000549,0.095548,0.000239,320000,800.000000,0.000446,0.000808,0.000029,0.000119,0.000292,0.000025,5.100000,2,96,1921.032500,320000,800.000000
400,160000,400,0.219425,0.000549,0.095655,0.000239,320000,800.000000,0.000441,0.000782,0.000028,0.000119,0.000295,0.000025,5.665000,2,52,-450905.097500,320000,800.000000
400,160000,400,0.221093,0.000553,0.096692,0.000242,320000,800.000000,0.000450,0.000750,0.000026,0.000120,0.000315,0.000025,5.170000,2,86,2150.140000,320000,800.000000
400,160000,400,0.222042,0.000555,0.096928,0.000242,320000,800.000000,0.000442,0.000803,0.000028,0.000120,0.000300,0.000025,5.610000,2,80,-446452.347500,320000,800.000000
400,160000,400,0.220938,0.000552,0.096328,0.000241,320000,800.000000,0.000462,0.000799,0.000029,0.000130,0.000322,0.000027,5.095000,2,48,1856.337500,320000,800.000000
400,160000,400,0.221731,0.000554,0.096842,0.000242,320000,800.000000,0.000439,0.000800,0.000026,0.000119,0.000328,0.000024,4.635000,2,58,-368875.767500,320000,800.000000
400,160000,400,0.220935,0.000552,0.096456,0.000241,320000,800.000000,0.000451,0.000766,0.000025,0.000119,0.000295,0.000024,4.790000,2,54,1804.207500,320000,800.000000
400,160000,400,0.217267,0.000543,0.094636,0.000237,320000,800.000000,0.000443,0.000759,0.000029,0.000121,0.000375,0.000024,4.855000,2,70,-386825.037500,320000,800.000000
400,160000,400,0.222319,0.000556,0.096845,0.000242,320000,800.000000,0.000447,0.000747,0.000029,0.000118,0.000330,0.000026,5.200000,2,102,2060.940000,320000,800.000000
400,160000,400,0.221759,0.000554,0.096990,0.000242,320000,800.000000,0.000446,0.000822,0.000028,0.000121,0.000300,0.000025,5.985000,2,76,-476478.335000,320000,800.000000
400,160000,400,0.222751,0.000557,0.097629,0.000244,320000,800.000000,0.000454,0.000755,0.000028,0.000118,0.000306,0.000025,5.360000,2,70,1955.750000,320000,800.000000
400,160000,400,0.221970,0.000555,0.097052,0.000243,320000,800.000000,0.000442,0.000763,0.000029,0.000122,0.000337,0.000026,4.965000,2,52,-395422.260000,320000,800.000000
400,160000,400,0.220828,0.000552,0.096316,0.000241,320000,800.000000,0.000442,0.000777,0.000026,0.000119,0.000305,0.000024,5.580000,2,96,2108.640000,320000,800.000000
400,160000,400,0.219147,0.000548,0.095954,0.000240,320000,800.000000,0.000444,0.000757,0.000027,0.000120,0.000297,0.000024,5.325000,2,68,-423832.110000,320000,800.000000
400,160000,400,0.221523,0.000554,0.096700,0.000242,320000,800.000000,0.000448,0.000793,0.000027,0.000118,0.000298,0.000025,5.160000,2,52,1842.135000,320000,800.000000
400,160000,400,0.221744,0.000554,0.096891,0.000242,320000,800.000000,0.000441,0.000814,0.000026,0.000118,0.000305,0.000023,5.030000,2,56,-400322.100000,320000,800.000000
400,160000,400,0.219697,0.000549,0.096042,0.000240,320000,800.000000,0.000451,0.000786,0.000028,0.000119,0.000308,0.000024,4.590000,2,48,1878.077500,320000,800.000000
400,160000,400,0.219124,0.000548,0.095581,0.000239,320000,800.000000,0.000445,0.000774,0.000027,0.000120,0.000299,0.000023,4.705000,2,44,-374587.987500,320000,800.000000
400,160000,400,0.220023,0.000550,0.095960,0.000240,320000,800.000000,0.000448,0.000769,0.000028,0.000120,0.000295,0.000024,5.440000,2,54,2088.900000,320000,800.000000
400,160000,400,0.220983,0.000552,0.096163,0.000240,320000,800.000000,0.000441,0.000738,0.000028,0.000118,0.000293,0.000026,6.135000,2,86,-488643.390000,320000,800.000000
400,160000,400,0.221393,0.000553,0.096467,0.000241,320000,800.000000,0.000447,0.000743,0.000027,0.000119,0.000311,0.000026,5.090000,2,60,2036.030000,320000,800.000000
400,160000,400,0.221039,0.000553,0.096493,0.000241,320000,800.000000,0.000445,0.000748,0.000027,0.000119,0.000318,0.000025,5.750000,2,56,-457843.462500,320000,800.000000
400,160000,400,0.219326,0.000548,0.095658,0.000239,320000,800.000000,0.000444,0.000768,0.000028,0.000125,0.000292,0.000025,4.565000,2,46,1789.637500,320000,800.000000
400,160000,400,0.222559,0.000556,0.097099,0.000243,320000,800.000000,0.000443,0.000728,0.000028,0.000118,0.000312,0.000026,4.965000,2,56,-395229.315000,320000,800.000000
400,160000,400,0.221297,0.000553,0.096663,0.000242,320000,800.000000,0.000442,0.000794,0.000026,0.000120,0.000294,0.000024,5.355000,2,76,2036.467500,320000,800.000000
400,160000,400,0.218887,0.000547,0.096153,0.000240,320000,800.000000,0.000445,0.000806,0.000026,0.000120,0.000293,0.000023,4.400000,2,40,-350031.680000,320000,800.000000
400,160000,400,0.218751,0.000547,0.095441,0.000239,320000,800.000000,0.000446,0.000745,0.000028,0.000119,0.000302,0.000025,5.705000,2,72,2341.857500,320000,800.000000
400,160000,400,0.219306,0.000548,0.095619,0.000239,320000,800.000000,0.000444,0.000737,0.000025,0.000119,0.000289,0.000023,5.110000,2,74,-406495.497500,320000,800.000000
400,160000,400,0.219271,0.000548,0.095585,0.000239,320000,800.000000,0.000443,0.000760,0.000027,0.000119,0.000293,0.000025,4.890000,2,48,1661.457500,320000,800.000000
400,160000,400,0.219986,0.000550,0.096030,0.000240,320000,800.000000,0.000457,0.000763,0.000026,0.000119,0.000293,0.000024,5.070000,2,56,-403525.765000,320000,800.000000
500,250000,500,0.418554,0.000837,0.174497,0.000349,500000,1000.000000,0.000682,0.001069,0.000033,0.000169,0.000465,0.000033,5.528000,2,74,2684.604000,500000,1000.000000
500,250000,500,0.417031,0.000834,0.173197,0.000346,500000,1000.000000,0.000691,0.001140,0.000032,0.000188,0.000429,0.000030,5.184000,2,82,-645531.422000,500000,1000.000000
500,250000,500,0.414267,0.000829,0.172197,0.000344,500000,1000.000000,0.000675,0.001054,0.000034,0.000170,0.000421,0.000032,5.060000,2,70,2415.806000,500000,1000.000000
500,250000,500,0.415641,0.000831,0.173120,0.000346,500000,1000.000000,0.000687,0.001099,0.000034,0.000169,0.000427,0.000030,5.688000,2,64,-708092.714000,500000,1000.000000
500,250000,500,0.418356,0.000837,0.173980,0.000348,500000,1000.000000,0.000671,0.001062,0.000032,0.000169,0.000421,0.000030,5.180000,2,84,2793.754000,500000,1000.000000
500,250000,500,0.418670,0.000837,0.174353,0.000349,500000,1000.000000,0.000680,0.001074,0.000034,0.000170,0.000434,0.000032,5.032000,2,76,-626699.932000,500000,1000.000000
500,250000,500,0.412510,0.000825,0.171034,0.000342,500000,1000.000000,0.000679,0.001085,0.000036,0.000169,0.000417,0.000033,4.928000,2,84,2535.746000,500000,1000.000000
500,250000,500,0.417574,0.000835,0.174370,0.000349,500000,1000.000000,0.000673,0.001090,0.000035,0.000173,0.000529,0.000033,5.280000,2,56,-657083.134000,500000,1000.000000
500,250000,500,0.414349,0.000829,0.172292,0.000345,500000,1000.000000,0.000674,0.001061,0.000035,0.000177,0.000414,0.000033,5.060000,2,62,2750.370000,500000,1000.000000
500,250000,500,0.417283,0.000835,0.173381,0.000347,500000,1000.000000,0.000686,0.001093,0.000034,0.000172,0.000434,0.000032,4.792000,2,60,-596255.076000,500000,1000.000000
500,250000,500,0.414081,0.000828,0.171554,0.000343,500000,1000.000000,0.000674,0.001088,0.000039,0.000170,0.000425,0.000036,5.236000,2,50,2421.704000,500000,1000.000000
500,250000,500,0.418227,0.000836,0.173724,0.000347,500000,1000.000000,0.000685,0.001096,0.000035,0.000172,0.000439,0.000033,5.024000,2,50,-625622.668000,500000,1000.000000
500,250000,500,0.414186,0.000828,0.172476,0.000345,500000,1000.000000,0.000678,0.001044,0.000032,0.000172,0.000420,0.000030,4.676000,2,46,2433.318000,500000,1000.000000
500,250000,500,0.416623,0.000833,0.173144,0.000346,500000,1000.000000,0.000681,0.001151,0.000036,0.000174,0.000468,0.000034,5.464000,2,76,-679901.326000,500000,1000.000000
500,250000,500,0.417165,0.000834,0.173363,0.000347,500000,1000.000000,0.000680,0.001056,0.000033,0.000168,0.000431,0.000032,5.652000,2,80,2503.076000,500000,1000.000000
500,250000,500,0.416911,0.000834,0.173364,0.000347,500000,1000.000000,0.000682,0.001074,0.000033,0.000171,0.000416,0.000031,5.312000,2,82,-661201.510000,500000,1000.000000
500,250000,500,0.411816,0.000824,0.171584,0.000343,500000,1000.000000,0.000677,0.001077,0.000037,0.000172,0.000420,0.000032,4.824000,2,58,2302.810000,500000,1000.000000
500,250000,500,0.417583,0.000835,0.173294,0.000347,500000,1000.000000,0.000675,0.001063,0.000035,0.000168,0.000444,0.000034,4.824000,2,58,-600970.322000,500000,1000.000000
500,250000,500,0.413409,0.000827,0.172484,0.000345,500000,1000.000000,0.000677,0.001055,0.000037,0.000172,0.000437,0.000031,5.712000,2,94,2719.042000,500000,1000.000000
500,250000,500,0.418716,0.000837,0.173787,0.000348,500000,1000.000000,0.000678,0.001108,0.000033,0.000170,0.000429,0.000031,5.224000,2,100,-650494.346000,500000,1000.000000
500,250000,500,0.417511,0.000835,0.173608,0.000347,500000,1000.000000,0.000679,0.001128,0.000036,0.000174,0.000444,0.000033,4.996000,2,46,2482.674000,500000,1000.000000
500,250000,500,0.417305,0.000835,0.174085,0.000348,500000,1000.000000,0.000678,0.001075,0.000031,0.000172,0.000416,0.000029,5.144000,2,46,-640504.318000,500000,1000.000000
500,250000,500,0.410360,0.000821,0.170078,0.000340,500000,1000.000000,0.000674,0.001050,0.000037,0.000172,0.000415,0.000033,5.192000,2,72,2360.982000,500000,1000.000000
500,250000,500,0.418141,0.000836,0.174006,0.000348,500000,1000.000000,0.000676,0.001106,0.000034,0.000170,0.000425,0.000032,5.364000,2,112,-667829.662000,500000,1000.000000
500,250000,500,0.417628,0.000835,0.174041,0.000348,500000,1000.000000,0.000679,0.001071,0.000032,0.000169,0.000424,0.000031,5.380000,2,72,2576.032000,500000,1000.000000
500,250000,500,0.422162,0.000844,0.175503,0.000351,500000,1000.000000,0.000684,0.001090,0.000047,0.000171,0.000442,0.000032,4.892000,2,70,-609268.934000,500000,1000.000000
500,250000,500,0.415534,0.000831,0.173134,0.000346,500000,1000.000000,0.000688,0.001063,0.000034,0.000171,0.000424,0.000032,5.164000,2,70,2489.184000,500000,1000.000000
500,250000,500,0.417867,0.000836,0.173325,0.000347,500000,1000.000000,0.000671,0.001110,0.000035,0.000170,0.000467,0.000032,4.960000,2,82,-617653.502000,500000,1000.000000
500,250000,500,0.416942,0.000834,0.173202,0.000346,500000,1000.000000,0.000678,0.001054,0.000031,0.000170,0.000413,0.000030,4.880000,2,60,2444.956000,500000,1000.000000
500,250000,500,0.411984,0.000824,0.171147,0.000342,500000,1000.000000,0.000685,0.001119,0.000037,0.000176,0.000419,0.000032,4.708000,2,58,-586336.286000,500000,1000.000000
1000,1000000,1000,3.121463,0.003121,1.169118,0.001169,2000000,2000.000000,0.002784,0.004907,0.000092,0.000758,0.001365,0.000070,5.480000,2,124,5886.644000,2000000,2000.000000
1000,1000000,1000,3.090076,0.003090,1.150085,0.001150,2000000,2000.000000,0.002718,0.004869,0.000100,0.000749,0.001340,0.000081,5.220000,2,116,-2604930.501000,2000000,2000.000000
